,Book_Name,Publishing_Year,Author,gross_sales,publisher_revenue,sale_price,Publisher_,units_sold,Master_Genre,Master_Sub_Genre,Trope_1,Trope_2,Trope_3,Trope_4,Trope_5,Trope_6,Trope_7,Trope_8
279,GATHERING BLUE,2000.0,LOIS LOWRY,997.5,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,250,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,MIDDLE GRADE,CLASSICS,TEEN,AUDIOBOOK
280,DOCTOR SLEEP,2013.0,STEPHEN KING,357.39,214.434,0.99,AMAZON DIGITAL SERVICES   INC ,361,FICTION,MYSTERY,ADULT,HORROR,THRILLER,FANTASY,PARANORMAL,SUPERNATURAL,SUSPENSE,AUDIOBOOK
281,THE LAST BATTLE,1956.0,C S  LEWIS,5980.0,3588.0,6.5,AMAZON DIGITAL SERVICES   INC ,920,FICTION,CHILDRENS,FANTASY,CLASSICS,YOUNG ADULT,CHRISTIAN,ADVENTURE,MIDDLE GRADE,CHRISTIANFICTION,SCIENCE FICTION
282,THE GIRL WHO LOVED TOM GORDON,1999.0,STEPHEN KING,1346.76,808.056,7.74,AMAZON DIGITAL SERVICES   INC ,4698,FICTION,MYSTERY,ADULT,HORROR,THRILLER,SUSPENSE,FANTASY,SURVIVAL,ADVENTURE,AUDIOBOOK
283,I LL GIVE YOU THE SUN,2014.0,JANDY NELSON,583.05,349.83,2.99,SIMON AND SCHUSTER DIGITAL SALES INC,5265,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,LGBT,REALISTIC,QUEER,COMING OF AGE,FAMILY,
284,THE ACCIDENTAL TOURIST,1985.0,ANNE TYLER  JENNIFER BASSETT,784.21,470.526,6.59,AMAZON DIGITAL SERVICES   INC ,38448,FICTION,ROMANCE,ADULT,CONTEMPORARY,LITERARY FICTION,NOVELS,LITERATURE,AMERICAN,CLASSICS,
285,THE DHARMA BUMS,1958.0,JACK KEROUAC,725.7,435.42,6.15,AMAZON DIGITAL SERVICES   INC ,34560,FICTION,CLASSICS,NOVELS,LITERATURE,TRAVEL,AMERICAN,PHILOSOPHY,BUDDHISM,ADVENTURE,SPIRITUALITY
286,THE FORTY RULES OF LOVE,2010.0,ELIF SHAFAK  Ø Ù ÙŠÙ  Ø Ø Ù Ø Ù   Ø Ø Ø³Ù Ø Ù  Ù ØΜÛŒØ ÛŒ  Ù Ø Ù Ø  Ø Ø ÙˆÙŠØ ,119.79,71.874,0.99,AMAZON DIGITAL SERVICES   INC ,43416,FICTION,ROMANCE,NOVELS,HISTORICAL,PHILOSOPHY,SPIRITUALITY,TURKISHLITERATURE,RELIGION,TURKISH,LITERATURE
287,BEING MORTAL  MEDICINE AND WHAT MATTERS IN THE END,2014.0,ATUL GAWANDE,319.93,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,107,NONFICTION,MEMOIR,MEMOIR,MEDICINE,SCIENCE,HEALTH,MEDICAL,PHILOSOPHY,DEATH,AUDIOBOOK
288,AN ECHO IN THE BONE,2009.0,DIANA GABALDON,1391.13,834.678,11.89,SIMON AND SCHUSTER DIGITAL SALES INC,32184,FICTION,ROMANCE,ADULT,HISTORICAL,FANTASY,TIMETRAVEL,HISTORICALROMANCE,SCOTLAND,,AUDIOBOOK
289,THE BOURNE SUPREMACY,1986.0,ROBERT LUDLUM,17783.3,10669.98,10.91,PENGUIN GROUP  USA  LLC,1630,FICTION,MYSTERY,ADVENTURE,THRILLER,SUSPENSE,ESPIONAGE,ACTION,MYSTERY THRILLER,CRIME,SPYTHRILLER
290,THE DARK TOWER,2004.0,STEPHEN KING,770.07,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,5211,FICTION,HORROR,FANTASY,SCIENCE FICTION,ADVENTURE,WESTERNS,EPIC,NOVELS,,AUDIOBOOK
291,UNDERSTANDING COMICS  THE INVISIBLE ART,1993.0,SCOTT MCCLOUD,129.69,77.814,0.99,AMAZON DIGITAL SERVICES   INC ,49680,NONFICTION,HISTORY,HISTORY,COMICS,GRAPHICNOVELS,ART,DESIGN,GRAPHICNOVELSCOMICS,WRITING,REFERENCE
292,THE WASTE LANDS,1991.0,STEPHEN KING  NED DAMERON,1429.22,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,478,FICTION,HORROR,FANTASY,SCIENCE FICTION,ADVENTURE,WESTERNS,THRILLER,POSTAPOCALYPTIC,,AUDIOBOOK
293,ALL THE PRETTY HORSES,1992.0,CORMAC MCCARTHY,458.85,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,LITERARY FICTION,CONTEMPORARY,WESTERNS,HISTORICAL,CLASSICS,LITERATURE,NOVELS,AMERICAN,ADVENTURE
294,NIGHT WATCH,2002.0,TERRY PRATCHETT,910.86,546.516,7.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,HORROR,FANTASY,URBAN,VAMPIRES,PARANORMAL,RUSSIA,SUPERNATURAL,SCIENCE FICTION,MAGIC
295,ANNE OF AVONLEA,1909.0,L M  MONTGOMERY,117.81,70.686,0.99,AMAZON DIGITAL SERVICES   INC ,37368,FICTION,ROMANCE,YOUNG ADULT,CLASSICS,HISTORICAL,CHILDRENS,CANADA,MIDDLE GRADE,,AUDIOBOOK
296,HOPELESS,2012.0,COLLEEN HOOVER,26093.67,15656.202,6.99,HARPERCOLLINS PUBLISHERS,3733,FICTION,ROMANCE,YOUNG ADULT,NEWADULT,CONTEMPORARY,ABUSE,HIGHSCHOOL,DRAMA,CHICKLIT,
297,HILLBILLY ELEGY  A MEMOIR OF A FAMILY AND CULTURE IN CRISIS,2016.0,J D  VANCE,430.92,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,108,NONFICTION,BIOGRAPHY,ADULT,MEMOIR,POLITICS,BIOGRAPHYMEMOIR,SOCIOLOGY,HISTORY,AUTOBIOGRAPHY,AUDIOBOOK
298,THE SURGEON,2001.0,TESS GERRITSEN,1835.33,1101.198,10.99,RANDOM HOUSE LLC,4509,FICTION,MYSTERY,ADULT,THRILLER,CRIME,MYSTERY THRILLER,SUSPENSE,DETECTIVE,MURDERMYSTERY,MEDICAL
299,INHERITANCE,2011.0,CHRISTOPHER PAOLINI,10731.05,6438.63,11.99,RANDOM HOUSE LLC,895,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,DRAGONS,MAGIC,ADVENTURE,HIGH,EPICFANTASY,
300,WHEN YOU ARE ENGULFED IN FLAMES,2008.0,DAVID SEDARIS,41250.0,24750.0,7.5,HACHETTE BOOK GROUP,5500,NONFICTION,BIOGRAPHY,HUMOR,MEMOIR,ESSAYS,SHORT STORIES,COMEDY,BIOGRAPHYMEMOIR,AUTOBIOGRAPHY,AUDIOBOOK
301,HORNS,2009.0,JOE HILL,334.88,200.928,2.99,HACHETTE BOOK GROUP,4480,FICTION,MYSTERY,ADULT,HORROR,FANTASY,THRILLER,SUPERNATURAL,PARANORMAL,,AUDIOBOOK
302,RED RISING,2014.0,PIERCE BROWN,246.51,147.906,0.99,AMAZON DIGITAL SERVICES   INC ,249,FICTION,SCIENCE FICTION,ADULT,FANTASY,YOUNG ADULT,DYSTOPIA,ADVENTURE,SPACE,,AUDIOBOOK
303,TIMELINE,1999.0,MICHAEL CRICHTON,12791.7,7675.02,6.99,AMAZON DIGITAL SERVICES   INC ,1830,FICTION,SCIENCE FICTION,FANTASY,THRILLER,TIMETRAVEL,HISTORICAL,ADVENTURE,SUSPENSE,,
304,SCARLET,2013.0,MARISSA MEYER,1720.62,1032.372,0.99,AMAZON DIGITAL SERVICES   INC ,1738,FICTION,ROMANCE,FANTASY,YOUNG ADULT,SCIENCE FICTION,DYSTOPIA,RETELLINGS,FAIRYTALES,,AUDIOBOOK
305,ANGELFALL,2011.0,SUSAN EE,194.04,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,5292,FICTION,ROMANCE,FANTASY,YOUNG ADULT,ANGELS,PARANORMAL,DYSTOPIA,URBAN,POSTAPOCALYPTIC,SUPERNATURAL
306,SHADOW OF NIGHT,2012.0,DEBORAH HARKNESS,1242.44,745.464,6.98,AMAZON DIGITAL SERVICES   INC ,4806,FICTION,ROMANCE,FANTASY,HISTORICAL,PARANORMAL,VAMPIRES,WITCHES,TIMETRAVEL,MAGIC,URBAN
307,A BEAUTIFUL MIND,1998.0,SYLVIA NASAR,1544.62,926.772,6.49,RANDOM HOUSE LLC,238,NONFICTION,BIOGRAPHY,MEMOIR,PSYCHOLOGY,SCIENCE,MATHEMATICS,HISTORY,BIOGRAPHYMEMOIR,MENTALHEALTH,MEDIATIEIN
308,MR  MERCEDES,2014.0,STEPHEN KING,2202.93,1321.758,1.99,MACMILLAN,1107,FICTION,MYSTERY,ADULT,THRILLER,HORROR,CRIME,MYSTERY THRILLER,SUSPENSE,DETECTIVE,AUDIOBOOK
309,THE LOST WORLD,1995.0,MICHAEL CRICHTON,1398.6,839.16,9.99,AMAZON DIGITAL SERVICES   INC ,55728,FICTION,HORROR,FANTASY,SCIENCE FICTION,THRILLER,ADVENTURE,DINOSAURS,SUSPENSE,NOVELS,
310,ANNE OF THE ISLAND,1915.0,L M  MONTGOMERY,139.59,83.754,0.99,RANDOM HOUSE LLC,60696,FICTION,ROMANCE,YOUNG ADULT,CLASSICS,HISTORICAL,CHILDRENS,CANADA,MIDDLE GRADE,,AUDIOBOOK
311,IN THE HEART OF THE SEA  THE TRAGEDY OF THE WHALESHIP ESSEX,1999.0,NATHANIEL PHILBRICK,107.91,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,109,NONFICTION,BIOGRAPHY,HISTORICAL,HISTORY,ADVENTURE,SURVIVAL,AMERICANHISTORY,TRAVEL,MARITIME,AUDIOBOOK
312,HOW TO BE A WOMAN,2011.0,CAITLIN MORAN,346.84,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,28512,NONFICTION,BIOGRAPHY,HUMOR,FEMINISM,MEMOIR,WOMENS,BIOGRAPHYMEMOIR,ESSAYS,AUTOBIOGRAPHY,AUDIOBOOK
313,THE STREET LAWYER,1998.0,JOHN GRISHAM,320.39,192.234,1.99,RANDOM HOUSE LLC,4347,FICTION,MYSTERY,ADULT,THRILLER,LEGALTHRILLER,CRIME,SUSPENSE,MYSTERY THRILLER,LAW,NOVELS
314,FIRESTARTER,1980.0,STEPHEN KING,2952.6,1771.56,3.99,MACMILLAN,740,FICTION,HORROR,ADULT,THRILLER,SCIENCE FICTION,FANTASY,PARANORMAL,SUSPENSE,SUPERNATURAL,AUDIOBOOK
315,LIFE AFTER LIFE,2013.0,KATE ATKINSON,11702.67,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,2933,FICTION,LITERARY FICTION,ADULT,HISTORICAL,FANTASY,TIMETRAVEL,WORLDWARII,WAR,,AUDIOBOOK
316,A BREATH OF SNOW AND ASHES,2005.0,DIANA GABALDON,1746.6,1047.96,10.65,PENGUIN GROUP  USA  LLC,4428,FICTION,ROMANCE,ADULT,HISTORICAL,FANTASY,TIMETRAVEL,HISTORICALROMANCE,ADVENTURE,,AUDIOBOOK
317,THE IMMORTALS OF MELUHA,2010.0,AMISH TRIPATHI,418.6,251.16,2.99,AMAZON DIGITAL SERVICES   INC ,56808,FICTION,HISTORICAL,FANTASY,MYTHOLOGY,INDIANLITERATURE,INDIA,AMISH,NOVELS,ADVENTURE,
318,THE MAGICIANS,2009.0,LEV GROSSMAN,1675.08,1005.048,0.99,MACMILLAN,1692,FICTION,SCIENCE FICTION,ADULT,FANTASY,MAGIC,URBAN,YOUNG ADULT,ADVENTURE,,AUDIOBOOK
319,INTENSITY,1987.0,DEAN KOONTZ,104.94,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,106,FICTION,MYSTERY,ADULT,HORROR,THRILLER,SUSPENSE,MYSTERY THRILLER,CRIME,NOVELS,AUDIOBOOK
320,THE BIRTH OF VENUS,2003.0,SARAH DUNANT,370.76,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,45576,FICTION,ROMANCE,ADULT,HISTORICAL,ITALY,ART,BOOKCLUB,15THCENTURY,,
321,XENOCIDE,1991.0,ORSON SCOTT CARD,1707.15,1024.29,5.99,SIMON AND SCHUSTER DIGITAL SALES INC,285,FICTION,SCIENCE FICTION,FANTASY,YOUNG ADULT,SPACE,ALIENS,NOVELS,SPACEOPERA,,AUDIOBOOK
322,PRINCESS ACADEMY,2005.0,SHANNON HALE,1414.14,848.484,12.74,SIMON AND SCHUSTER DIGITAL SALES INC,4360,FICTION,ROMANCE,FANTASY,YOUNG ADULT,MIDDLE GRADE,CHILDRENS,FAIRYTALES,ADVENTURE,JUVENILE,
323,KITCHEN CONFIDENTIAL  ADVENTURES IN THE CULINARY UNDERBELLY,2000.0,ANTHONY BOURDAIN,11057.54,6634.524,5.99,HARPERCOLLINS PUBLISHERS,1846,NONFICTION,BIOGRAPHY,HUMOR,FOOD,MEMOIR,COOKING,AUTOBIOGRAPHY,BIOGRAPHYMEMOIR,FOODIE,AUDIOBOOK
324,THE POWER OF POSITIVE THINKING,1952.0,NORMAN VINCENT PEALE,325.91,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4240,NONFICTION,SELFHELP,RELIGION,PSYCHOLOGY,PERSONALDEVELOPMENT,BUSINESS,SPIRITUALITY,PHILOSOPHY,INSPIRATIONAL,LEADERSHIP
325,OUT OF MY MIND,2010.0,SHARON M  DRAPER,319.93,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,107,FICTION,CHILDRENS,YOUNG ADULT,REALISTIC,MIDDLE GRADE,CONTEMPORARY,DISABILITY,SCHOOL,JUVENILE,FAMILY
326,GONE,2008.0,MICHAEL  GRANT,3678.3,2206.98,5.49,AMAZON DIGITAL SERVICES   INC ,670,FICTION,ROMANCE,FANTASY,YOUNG ADULT,DYSTOPIA,SCIENCE FICTION,PARANORMAL,ADVENTURE,SUPERNATURAL,TEEN
327,THE SILVER CHAIR,1953.0,C S  LEWIS  PAULINE BAYNES,5245.36,3147.216,3.79,HACHETTE BOOK GROUP,1384,FICTION,CHILDRENS,FANTASY,CLASSICS,YOUNG ADULT,CHRISTIAN,ADVENTURE,MIDDLE GRADE,CHRISTIANFICTION,AUDIOBOOK
328,GUILTY PLEASURES,1993.0,LAURELL K  HAMILTON,442.52,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,3996,FICTION,ROMANCE,FANTASY,URBAN,VAMPIRES,PARANORMAL,HORROR,MYSTERY,SUPERNATURAL,
329,JOYLAND,2013.0,STEPHEN KING,118.8,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,42768,FICTION,MYSTERY,THRILLER,HORROR,CRIME,MYSTERY THRILLER,PARANORMAL,SUSPENSE,COMING OF AGE,AUDIOBOOK
330,ANANSI BOYS,2005.0,NEIL GAIMAN,1572.1,943.26,1.99,AMAZON DIGITAL SERVICES   INC ,790,FICTION,SCIENCE FICTION,ADULT,FANTASY,URBAN,MYTHOLOGY,HUMOR,MAGICAL REALISM,CONTEMPORARY,AUDIOBOOK
331,THE RAVEN BOYS,2012.0,MAGGIE STIEFVATER,206.91,124.146,0.99,AMAZON DIGITAL SERVICES   INC ,5643,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,MAGIC,SUPERNATURAL,,AUDIOBOOK
332,FEVER 1793,2000.0,LAURIE HALSE ANDERSON,458.85,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,CHILDRENS,YOUNG ADULT,HISTORICAL,MIDDLE GRADE,SCHOOL,TEEN,SURVIVAL,,AUDIOBOOK
333,SPHERE,1987.0,MICHAEL CRICHTON,4473.6,2684.16,6.99,RANDOM HOUSE LLC,640,FICTION,MYSTERY,FANTASY,SCIENCE FICTION,THRILLER,HORROR,SUSPENSE,ADVENTURE,NOVELS,
334,HAVE A LITTLE FAITH  A TRUE STORY,2009.0,MITCH ALBOM,220.89,132.534,1.99,HACHETTE BOOK GROUP,4400,NONFICTION,BIOGRAPHY,ADULT,INSPIRATIONAL,RELIGION,MEMOIR,SPIRITUALITY,FAITH,CHRISTIAN,AUDIOBOOK
335,THE ELECTRIC KOOL AID ACID TEST,1968.0,TOM WOLFE,319.93,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,107,NONFICTION,BIOGRAPHY,CLASSICS,HISTORY,JOURNALISM,MEMOIR,LITERATURE,AMERICAN,COUNTERCULTURE,CULTURAL
336,ASSASSIN S APPRENTICE,1995.0,ROBIN HOBB,2907.39,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,1461,FICTION,SCIENCE FICTION,ADULT,FANTASY,EPICFANTASY,HIGH,MAGIC,ADVENTURE,YOUNG ADULT,AUDIOBOOK
337,THE ZOMBIE SURVIVAL GUIDE  COMPLETE PROTECTION FROM THE LIVING DEAD,2004.0,MAX BROOKS,154.44,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4212,FICTION,HORROR,FANTASY,ZOMBIES,HUMOR,SCIENCE FICTION,POSTAPOCALYPTIC,SURVIVAL,COMEDY,REFERENCE
338,REDWALL,1986.0,BRIAN JACQUES,331.89,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4400,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,ANIMALS,ADVENTURE,MIDDLE GRADE,CLASSICS,SCIENCE FICTION,AUDIOBOOK
339,THE MYSTERIOUS BENEDICT SOCIETY,2007.0,TRENTON LEE STEWART  CARSON ELLIS,114.84,68.904,0.99,AMAZON DIGITAL SERVICES   INC ,30672,FICTION,CHILDRENS,FANTASY,MYSTERY,MIDDLE GRADE,YOUNG ADULT,ADVENTURE,SCIENCE FICTION,JUVENILE,AUDIOBOOK
340,I D TELL YOU I LOVE YOU  BUT THEN I D HAVE TO KILL YOU,2006.0,ALLY CARTER,10131.55,6078.93,11.99,HACHETTE BOOK GROUP,845,FICTION,ROMANCE,YOUNG ADULT,MYSTERY,CONTEMPORARY,ESPIONAGE,ADVENTURE,CHICKLIT,TEEN,REALISTIC
341,CELL,2006.0,STEPHEN KING,5933.78,3560.268,4.54,HARPERCOLLINS PUBLISHERS,1307,FICTION,HORROR,FANTASY,ZOMBIES,THRILLER,SCIENCE FICTION,POSTAPOCALYPTIC,APOCALYPTIC,DYSTOPIA,SUSPENSE
342,THE SENSE OF AN ENDING,2011.0,JULIAN BARNES,306.9,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,310,FICTION,MYSTERY,ADULT,CONTEMPORARY,LITERARY FICTION,LITERATURE,NOVELS,BRITISH LITERATURE,BOOKCLUB,AUDIOBOOK
343,BROOKLYN,2009.0,COLM TÃ³IBÃ N,1659.96,995.976,15.37,AMAZON DIGITAL SERVICES   INC ,108,FICTION,ROMANCE,ADULT,HISTORICAL,IRELAND,IRISHLITERATURE,NEWYORK,,,AUDIOBOOK
344,BORN TO RUN  A HIDDEN TRIBE  SUPERATHLETES  AND THE GREATEST RACE THE WORLD HAS NEVER SEEN,2009.0,CHRISTOPHER MCDOUGALL,3642.7,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,730,NONFICTION,BIOGRAPHY,ADVENTURE,SPORTS,HEALTH,FITNESS,SCIENCE,MEMOIR,TRAVEL,AUDIOBOOK
345,MORT,1987.0,TERRY PRATCHETT,3821.22,2292.732,8.97,AMAZON DIGITAL SERVICES   INC ,426,FICTION,SCIENCE FICTION,FANTASY,HUMOR,COMEDY,NOVELS,MAGIC,HIGH,DEATH,AUDIOBOOK
346,HEX HALL,2010.0,RACHEL HAWKINS,526.68,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,50544,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,MAGIC,VAMPIRES,WITCHES,SUPERNATURAL,URBAN
347,THE WEDDING,2003.0,NICHOLAS SPARKS,658.35,395.01,0.99,AMAZON DIGITAL SERVICES   INC ,665,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,LOVE,DRAMA,LOVESTORY,,
348,FIREFLY LANE,2008.0,KRISTIN HANNAH,3218.55,0.0,4.99,AMAZON DIGITAL SERVICES   INC ,645,FICTION,ROMANCE,ADULT,CHICKLIT,CONTEMPORARY,HISTORICAL,DRAMA,WOMENSFICTION,,AUDIOBOOK
349,FOUNDATION AND EMPIRE,1952.0,ISAAC ASIMOV,1094.34,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,366,FICTION,SCIENCE FICTION,FANTASY,CLASSICS,SPACEOPERA,NOVELS,SPACE,SPECULATIVEFICTION,,AUDIOBOOK
350,WINTER OF THE WORLD,2012.0,KEN FOLLETT,1488.51,893.106,9.99,HARPERCOLLINS PUBLISHING,4023,FICTION,HISTORICAL,ADULT,WAR,WORLDWARII,NOVELS,RUSSIA,BRITISH LITERATURE,,AUDIOBOOK
351,GO THE FUCK TO SLEEP,2011.0,ADAM MANSBACH  RICARDO CORTÃ S,113.85,68.31,0.99,AMAZON DIGITAL SERVICES   INC ,2916,FICTION,CHILDRENS,ADULT,HUMOR,PICTURE BOOKS,COMEDY,PARENTING,POETRY,SHORT STORIES,AUDIOBOOK
352,SHANGHAI GIRLS,2009.0,LISA SEE,2152.92,1291.752,6.99,PENGUIN GROUP  USA  LLC,308,FICTION,HISTORICAL,ADULT,CHINA,ASIA,ASIANLITERATURE,CULTURAL,,,AUDIOBOOK
353,THE PILOT S WIFE,1998.0,ANITA SHREVE,1367.35,820.41,11.89,SIMON AND SCHUSTER DIGITAL SALES INC,28296,FICTION,ROMANCE,ADULT,CHICKLIT,MYSTERY,CONTEMPORARY,BOOKCLUB,NOVELS,LITERATURE,
354,KILLING LINCOLN  THE SHOCKING ASSASSINATION THAT CHANGED AMERICA FOREVER,2011.0,BILL O REILLY  MARTIN DUGARD,872.02,523.212,7.39,AMAZON DIGITAL SERVICES   INC ,35208,NONFICTION,BIOGRAPHY,HISTORICAL,HISTORY,AMERICANHISTORY,CIVILWAR,POLITICS,PRESIDENTS,TRUE CRIME,AUDIOBOOK
355,THE GIRL WITH ALL THE GIFTS,2014.0,M R  CAREY,463.67,278.202,1.99,SIMON AND SCHUSTER DIGITAL SALES INC,233,FICTION,HORROR,ADULT,SCIENCE FICTION,ZOMBIES,DYSTOPIA,POSTAPOCALYPTIC,FANTASY,THRILLER,AUDIOBOOK
356,MODERN ROMANCE,2015.0,AZIZ ANSARI  ERIC KLINENBERG,157.41,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,4293,NONFICTION,MEMOIR,ADULT,HUMOR,ROMANCE,COMEDY,SOCIOLOGY,PSYCHOLOGY,RELATIONSHIPS,AUDIOBOOK
357,CHAMPION,2013.0,MARIE LU,1688.31,1012.986,9.99,SIMON AND SCHUSTER DIGITAL SALES INC,4563,FICTION,ROMANCE,FANTASY,DYSTOPIA,YOUNG ADULT,SCIENCE FICTION,ADVENTURE,ACTION,TEEN,AUDIOBOOK
358,BEHIND THE BEAUTIFUL FOREVERS  LIFE  DEATH  AND HOPE IN A MUMBAI UNDERCITY,2012.0,KATHERINE BOO,934.83,560.898,7.99,RANDOM HOUSE LLC,34344,NONFICTION,HISTORY,ADULT,INDIA,ASIA,POVERTY,SOCIOLOGY,TRAVEL,BOOKCLUB,AUDIOBOOK
359,THE SUMMONING,2008.0,KELLEY ARMSTRONG,471.63,0.0,1.99,AMAZON DIGITAL SERVICES   INC ,237,FICTION,ROMANCE,FANTASY,YOUNG ADULT,PARANORMAL,URBAN,SUPERNATURAL,MAGIC,GHOSTS,WEREWOLVES
360,DISGRACE,1999.0,J M  COETZEE,1078.92,647.352,9.99,RANDOM HOUSE LLC,108,FICTION,LITERARY FICTION,CONTEMPORARY,AFRICA,SOUTHAFRICA,LITERATURE,NOVELS,CLASSICS,NOBELPRIZE,20THCENTURY
361,AMERICAN SNIPER  THE AUTOBIOGRAPHY OF THE MOST LETHAL SNIPER IN U S  MILITARY HISTORY,2012.0,CHRIS KYLE  SCOTT MCEWEN  JIM DEFELICE,2153.06,1291.836,12.74,MACMILLAN,4563,NONFICTION,BIOGRAPHY,MEMOIR,MILITARYFICTION,HISTORY,WAR,AUTOBIOGRAPHY,MILITARYHISTORY,BIOGRAPHYMEMOIR,AUDIOBOOK
362,A LONG WAY DOWN,2005.0,NICK HORNBY,446.88,268.128,3.99,HACHETTE BOOK GROUP,4440,FICTION,CONTEMPORARY,ADULT,HUMOR,BRITISH LITERATURE,NOVELS,MENTALHEALTH,LITERATURE,,AUDIOBOOK
363,THE PERFECT STORM  A TRUE STORY OF MEN AGAINST THE SEA,1997.0,SEBASTIAN JUNGER,634.41,380.646,3.99,HACHETTE BOOK GROUP,4293,NONFICTION,BIOGRAPHY,HISTORICAL,HISTORY,ADVENTURE,SURVIVAL,NATURE,SCIENCE,TRAVEL,AUDIOBOOK
364,GABRIEL S INFERNO,2011.0,SYLVAIN REYNARD,1781.77,1069.062,7.99,PENGUIN GROUP  USA  LLC,6021,FICTION,ROMANCE,ADULT,CONTEMPORARY,EROTICA,NEWADULT,COLLEGE,EROTICROMANCE,CHICKLIT,
365,MONEYBALL  THE ART OF WINNING AN UNFAIR GAME,2003.0,MICHAEL   LEWIS,127.71,0.0,0.99,AMAZON DIGITAL SERVICES   INC ,47952,NONFICTION,BIOGRAPHY,HISTORY,SPORTS,BASEBALL,BUSINESS,ECONOMICS,FINANCE,SCIENCE,AUDIOBOOK
366,HIS DARK MATERIALS,2000.0,PHILIP PULLMAN,603.98,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,5454,FICTION,CHILDRENS,FANTASY,YOUNG ADULT,SCIENCE FICTION,ADVENTURE,CLASSICS,STEAMPUNK,MIDDLE GRADE,
367,FLOWERS IN THE ATTIC,1979.0,V C  ANDREWS,1877.82,1126.692,7.14,AMAZON DIGITAL SERVICES   INC ,263,FICTION,ROMANCE,ADULT,HORROR,YOUNG ADULT,CLASSICS,MYSTERY,GOTHIC,THRILLER,DRAMA
368,OLD MAN S WAR,2005.0,JOHN SCALZI,1311.81,787.086,5.99,MACMILLAN,5913,FICTION,SCIENCE FICTION,FANTASY,SPACEOPERA,MILITARYFICTION,WAR,SPACE,ADVENTURE,,AUDIOBOOK
369,NOTES FROM A SMALL ISLAND,1995.0,BILL BRYSON,442.89,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,4360,NONFICTION,BIOGRAPHY,HUMOR,TRAVEL,MEMOIR,BRITISH LITERATURE,COMEDY,HISTORY,TRAVELOGUE,AUDIOBOOK
370,EVERYTHING I NEVER TOLD YOU,2014.0,CELESTE NG,3112.2,0.0,3.99,AMAZON DIGITAL SERVICES   INC ,780,FICTION,MYSTERY,ADULT,CONTEMPORARY,HISTORICAL,LITERARY FICTION,FAMILY,BOOKCLUB,,AUDIOBOOK
371,EVERYTHING  EVERYTHING,2015.0,NICOLA YOON  DAVID YOON,331.89,0.0,2.99,AMAZON DIGITAL SERVICES   INC ,4360,FICTION,ROMANCE,YOUNG ADULT,CONTEMPORARY,REALISTIC,TEEN,COMING OF AGE,,,AUDIOBOOK
372,THE DRAWING OF THE THREE,1987.0,STEPHEN KING,2539.24,1523.544,1.99,HARPERCOLLINS PUBLISHERS,1276,FICTION,HORROR,FANTASY,SCIENCE FICTION,ADVENTURE,WESTERNS,THRILLER,NOVELS,,AUDIOBOOK
373,QUEEN OF SHADOWS,2015.0,SARAH J  MAAS,349.83,209.898,2.99,MACMILLAN,33048,FICTION,ROMANCE,FANTASY,YOUNG ADULT,MAGIC,FAE,NEWADULT,HIGH,PARANORMAL,
374,RENDEZVOUS WITH RAMA,1973.0,ARTHUR C  CLARKE,1468.69,881.214,6.47,AMAZON DIGITAL SERVICES   INC ,6129,FICTION,SCIENCE FICTION,FANTASY,CLASSICS,SPACE,NOVELS,ALIENS,HUGOAWARDS,,AUDIOBOOK
